T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2023-2024,,,,,,,
,,,,,,,
YEAR,REGION,COUNTY NAME,DISTRICT,DISTRICT NAME,CHARTER STATUS,GRADE,ENROLLMENT
2023-2024,4,HARRIS COUNTY,101902,ALDINE ISD,TRADITIONAL ISD/CSD,Grade 3,4218
2023-2024,4,HARRIS COUNTY,101902,ALDINE ISD,TRADITIONAL ISD/CSD,Grade 4,3965
2023-2024,4,HARRIS COUNTY,101902,ALDINE ISD,TRADITIONAL ISD/CSD,Grade 5,4171
2023-2024,4,HARRIS COUNTY,101902,ALDINE ISD,TRADITIONAL ISD/CSD,Grade 6,3919
2023-2024,4,HARRIS COUNTY,101902,ALDINE ISD,TRADITIONAL ISD/CSD,Grade 7,4132
2023-2024,4,HARRIS COUNTY,101902,ALDINE ISD,TRADITIONAL ISD/CSD,Grade 8,4143
2023-2024,4,HARRIS COUNTY,101902,ALDINE ISD,TRADITIONAL ISD/CSD,Grade 9,4938
2023-2024,4,HARRIS COUNTY,101902,ALDINE ISD,TRADITIONAL ISD/CSD,Grade 10,4792
2023-2024,4,HARRIS COUNTY,101902,ALDINE ISD,TRADITIONAL ISD/CSD,Grade 11,4453
2023-2024,4,HARRIS COUNTY,101902,ALDINE ISD,TRADITIONAL ISD/CSD,Grade 12,3950
2023-2024,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Early Education,55
2023-2024,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,94
2023-2024,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Kindergarten,626
2023-2024,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Grade 1,653
2023-2024,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Grade 2,686
2023-2024,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Grade 3,638
2023-2024,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Grade 4,641
2023-2024,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Grade 5,607
2023-2024,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Grade 6,632
2023-2024,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Grade 7,646
2023-2024,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Grade 8,605
2023-2024,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Grade 9,621
2023-2024,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Grade 10,622
2023-2024,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Grade 11,562
2023-2024,11,PARKER COUNTY,184907,ALEDO ISD,TRADITIONAL ISD/CSD,Grade 12,473
2023-2024,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Early Education,14
2023-2024,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,198
2023-2024,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Kindergarten,290
2023-2024,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Grade 1,288
2023-2024,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Grade 2,344
2023-2024,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Grade 3,336
2023-2024,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Grade 4,349
2023-2024,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Grade 5,339
2023-2024,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Grade 6,317
2023-2024,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Grade 7,326
2023-2024,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Grade 8,323
2023-2024,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Grade 9,439
2023-2024,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Grade 10,373
2023-2024,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Grade 11,292
2023-2024,2,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,Grade 12,258
2023-2024,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Early Education,153
2023-2024,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,1858
2023-2024,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Kindergarten,2525
2023-2024,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Grade 1,2934
2023-2024,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Grade 2,3063
2023-2024,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Grade 3,2952
2023-2024,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Grade 4,2901
2023-2024,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Grade 5,2791
2023-2024,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Grade 6,2656
2023-2024,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Grade 7,2730
2023-2024,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Grade 8,2721
2023-2024,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Grade 9,3879
2023-2024,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Grade 10,3079
2023-2024,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Grade 11,2897
2023-2024,4,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,Grade 12,2335
2023-2024,4,HARRIS COUNTY,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,OPEN ENROLLMENT CHARTER,Pre-kindergarten,111
2023-2024,4,HARRIS COUNTY,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,OPEN ENROLLMENT CHARTER,Kindergarten,36
2023-2024,4,HARRIS COUNTY,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,OPEN ENROLLMENT CHARTER,Grade 1,43
2023-2024,4,HARRIS COUNTY,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,OPEN ENROLLMENT CHARTER,Grade 2,45
2023-2024,4,HARRIS COUNTY,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,OPEN ENROLLMENT CHARTER,Grade 3,34
2023-2024,4,HARRIS COUNTY,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,OPEN ENROLLMENT CHARTER,Grade 4,34
2023-2024,4,HARRIS COUNTY,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,OPEN ENROLLMENT CHARTER,Grade 5,21
2023-2024,4,HARRIS COUNTY,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,OPEN ENROLLMENT CHARTER,Grade 6,21
2023-2024,4,HARRIS COUNTY,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,OPEN ENROLLMENT CHARTER,Grade 7,19
2023-2024,4,HARRIS COUNTY,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,OPEN ENROLLMENT CHARTER,Grade 8,20
2023-2024,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,Early Education,150
2023-2024,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,291
2023-2024,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,Kindergarten,1305
2023-2024,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,Grade 1,1427
2023-2024,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,Grade 2,1538
2023-2024,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,Grade 3,1535
2023-2024,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,Grade 4,1576
2023-2024,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,Grade 5,1626
2023-2024,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,Grade 6,1672
2023-2024,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,Grade 7,1634
2023-2024,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,Grade 8,1649
2023-2024,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,Grade 9,1720
2023-2024,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,Grade 10,1899
2023-2024,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,Grade 11,1690
2023-2024,10,COLLIN COUNTY,43901,ALLEN ISD,TRADITIONAL ISD/CSD,Grade 12,1658
2023-2024,18,BREWSTER COUNTY,22901,ALPINE ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,74
2023-2024,18,BREWSTER COUNTY,22901,ALPINE ISD,TRADITIONAL ISD/CSD,Kindergarten,49
2023-2024,18,BREWSTER COUNTY,22901,ALPINE ISD,TRADITIONAL ISD/CSD,Grade 1,55
2023-2024,18,BREWSTER COUNTY,22901,ALPINE ISD,TRADITIONAL ISD/CSD,Grade 2,67
2023-2024,18,BREWSTER COUNTY,22901,ALPINE ISD,TRADITIONAL ISD/CSD,Grade 3,52
2023-2024,18,BREWSTER COUNTY,22901,ALPINE ISD,TRADITIONAL ISD/CSD,Grade 4,63
2023-2024,18,BREWSTER COUNTY,22901,ALPINE ISD,TRADITIONAL ISD/CSD,Grade 5,52
2023-2024,18,BREWSTER COUNTY,22901,ALPINE ISD,TRADITIONAL ISD/CSD,Grade 6,71
2023-2024,18,BREWSTER COUNTY,22901,ALPINE ISD,TRADITIONAL ISD/CSD,Grade 7,61
2023-2024,18,BREWSTER COUNTY,22901,ALPINE ISD,TRADITIONAL ISD/CSD,Grade 8,71
2023-2024,18,BREWSTER COUNTY,22901,ALPINE ISD,TRADITIONAL ISD/CSD,Grade 9,73
2023-2024,18,BREWSTER COUNTY,22901,ALPINE ISD,TRADITIONAL ISD/CSD,Grade 10,70
2023-2024,18,BREWSTER COUNTY,22901,ALPINE ISD,TRADITIONAL ISD/CSD,Grade 11,80
2023-2024,18,BREWSTER COUNTY,22901,ALPINE ISD,TRADITIONAL ISD/CSD,Grade 12,80
2023-2024,7,CHEROKEE COUNTY,37901,ALTO ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,26
2023-2024,7,CHEROKEE COUNTY,37901,ALTO ISD,TRADITIONAL ISD/CSD,Kindergarten,32
2023-2024,7,CHEROKEE COUNTY,37901,ALTO ISD,TRADITIONAL ISD/CSD,Grade 1,35
2023-2024,7,CHEROKEE COUNTY,37901,ALTO ISD,TRADITIONAL ISD/CSD,Grade 2,32
2023-2024,7,CHEROKEE COUNTY,37901,ALTO ISD,TRADITIONAL ISD/CSD,Grade 3,36
2023-2024,7,CHEROKEE COUNTY,37901,ALTO ISD,TRADITIONAL ISD/CSD,Grade 4,40
2023-2024,7,CHEROKEE COUNTY,37901,ALTO ISD,TRADITIONAL ISD/CSD,Grade 5,43
2023-2024,7,CHEROKEE COUNTY,37901,ALTO ISD,TRADITIONAL ISD/CSD,Grade 6,35
2023-2024,7,CHEROKEE COUNTY,37901,ALTO ISD,TRADITIONAL ISD/CSD,Grade 7,40
2023-2024,7,CHEROKEE COUNTY,37901,ALTO ISD,TRADITIONAL ISD/CSD,Grade 8,38
2023-2024,7,CHEROKEE COUNTY,37901,ALTO ISD,TRADITIONAL ISD/CSD,Grade 9,45
2023-2024,7,CHEROKEE COUNTY,37901,ALTO ISD,TRADITIONAL ISD/CSD,Grade 10,30
2023-2024,7,CHEROKEE COUNTY,37901,ALTO ISD,TRADITIONAL ISD/CSD,Grade 11,37
2023-2024,7,CHEROKEE COUNTY,37901,ALTO ISD,TRADITIONAL ISD/CSD,Grade 12,35
2023-2024,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Early Education,18
2023-2024,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,158
2023-2024,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Kindergarten,234
2023-2024,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Grade 1,273
2023-2024,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Grade 2,249
2023-2024,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Grade 3,273
2023-2024,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Grade 4,269
2023-2024,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Grade 5,267
2023-2024,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Grade 6,285
2023-2024,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Grade 7,276
2023-2024,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Grade 8,280
2023-2024,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Grade 9,319
2023-2024,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Grade 10,301
2023-2024,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Grade 11,304
2023-2024,11,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,Grade 12,276
2023-2024,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,Early Education,191
2023-2024,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,829
2023-2024,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,Kindergarten,1840
2023-2024,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,Grade 1,2025
2023-2024,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,Grade 2,2173
2023-2024,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,Grade 3,2201
2023-2024,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,Grade 4,2209
2023-2024,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,Grade 5,2155
2023-2024,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,Grade 6,2191
2023-2024,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,Grade 7,2210
2023-2024,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,Grade 8,2321
2023-2024,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,Grade 9,2608
2023-2024,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,Grade 10,2481
2023-2024,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,Grade 11,2297
2023-2024,4,BRAZORIA COUNTY,20901,ALVIN ISD,TRADITIONAL ISD/CSD,Grade 12,2009
2023-2024,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<30
2023-2024,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Kindergarten,72
2023-2024,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Grade 1,63
2023-2024,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Grade 2,80
2023-2024,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Grade 3,69
2023-2024,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Grade 4,50
2023-2024,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Grade 5,54
2023-2024,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Grade 6,68
2023-2024,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Grade 7,64
2023-2024,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Grade 8,61
2023-2024,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Grade 9,72
2023-2024,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Grade 10,65
2023-2024,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Grade 11,43
2023-2024,11,WISE COUNTY,249901,ALVORD ISD,TRADITIONAL ISD/CSD,Grade 12,56
2023-2024,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Early Education,188
2023-2024,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,1581
2023-2024,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Kindergarten,2046
2023-2024,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Grade 1,2077
2023-2024,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Grade 2,2105
2023-2024,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Grade 3,2236
2023-2024,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Grade 4,2263
2023-2024,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Grade 5,2199
2023-2024,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Grade 6,2102
2023-2024,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Grade 7,2199
2023-2024,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Grade 8,2185
2023-2024,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Grade 9,2483
2023-2024,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Grade 10,2179
2023-2024,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Grade 11,2044
2023-2024,16,POTTER COUNTY,188901,AMARILLO ISD,TRADITIONAL ISD/CSD,Grade 12,1842
2023-2024,4,GALVESTON COUNTY,84804,AMBASSADORS PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,Pre-kindergarten,25
2023-2024,4,GALVESTON COUNTY,84804,AMBASSADORS PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,Kindergarten,14
2023-2024,4,GALVESTON COUNTY,84804,AMBASSADORS PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 1,17
2023-2024,4,GALVESTON COUNTY,84804,AMBASSADORS PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 2,16
2023-2024,4,GALVESTON COUNTY,84804,AMBASSADORS PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 3,15
2023-2024,4,GALVESTON COUNTY,84804,AMBASSADORS PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 4,16
2023-2024,4,GALVESTON COUNTY,84804,AMBASSADORS PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 5,24
2023-2024,4,GALVESTON COUNTY,84804,AMBASSADORS PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 6,<20
2023-2024,4,GALVESTON COUNTY,84804,AMBASSADORS PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 7,13
2023-2024,4,GALVESTON COUNTY,84804,AMBASSADORS PREPARATORY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 8,<10
2023-2024,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<10
2023-2024,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Kindergarten,<10
2023-2024,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Grade 1,<10
2023-2024,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Grade 2,12
2023-2024,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Grade 3,<10
2023-2024,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Grade 4,<10
2023-2024,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Grade 5,<10
2023-2024,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Grade 6,<10
2023-2024,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Grade 7,<10
2023-2024,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Grade 8,13
2023-2024,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Grade 9,<10
2023-2024,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Grade 10,<10
2023-2024,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Grade 11,11
2023-2024,17,LAMB COUNTY,140901,AMHERST ISD,TRADITIONAL ISD/CSD,Grade 12,<10
2023-2024,4,HARRIS COUNTY,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,OPEN ENROLLMENT CHARTER,Pre-kindergarten,87
2023-2024,4,HARRIS COUNTY,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,OPEN ENROLLMENT CHARTER,Kindergarten,65
2023-2024,4,HARRIS COUNTY,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,OPEN ENROLLMENT CHARTER,Grade 1,65
2023-2024,4,HARRIS COUNTY,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,OPEN ENROLLMENT CHARTER,Grade 2,70
2023-2024,4,HARRIS COUNTY,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,OPEN ENROLLMENT CHARTER,Grade 3,66
2023-2024,4,HARRIS COUNTY,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,OPEN ENROLLMENT CHARTER,Grade 4,65
2023-2024,4,HARRIS COUNTY,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,OPEN ENROLLMENT CHARTER,Grade 5,66
2023-2024,4,HARRIS COUNTY,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,OPEN ENROLLMENT CHARTER,Grade 6,77
2023-2024,4,HARRIS COUNTY,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,OPEN ENROLLMENT CHARTER,Grade 7,69
2023-2024,4,HARRIS COUNTY,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,OPEN ENROLLMENT CHARTER,Grade 8,64
2023-2024,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<60
2023-2024,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Kindergarten,109
2023-2024,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Grade 1,111
2023-2024,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Grade 2,115
2023-2024,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Grade 3,113
2023-2024,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Grade 4,117
2023-2024,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Grade 5,106
2023-2024,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Grade 6,122
2023-2024,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Grade 7,112
2023-2024,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Grade 8,108
2023-2024,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Grade 9,119
2023-2024,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Grade 10,125
2023-2024,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Grade 11,129
2023-2024,4,CHAMBERS COUNTY,36901,ANAHUAC ISD,TRADITIONAL ISD/CSD,Grade 12,103
2023-2024,6,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,6,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<30
2023-2024,6,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Kindergarten,64
2023-2024,6,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Grade 1,69
2023-2024,6,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Grade 2,77
2023-2024,6,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Grade 3,75
2023-2024,6,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Grade 4,80
2023-2024,6,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Grade 5,71
2023-2024,6,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Grade 6,83
2023-2024,6,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Grade 7,83
2023-2024,6,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Grade 8,63
2023-2024,6,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Grade 9,71
2023-2024,6,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Grade 10,67
2023-2024,6,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Grade 11,74
2023-2024,6,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,Grade 12,65
